Order,Level,Code,Parent,Description,Cette catégorie comprend,Cette catégorie comprend aussi,Cette catégorie ne comprend pas,"Décisions de classement (""rulings"")",Cette catégorie comprend,Cette catégorie comprend aussi,Cette catégorie ne comprend pas
511147,5,30.11.1,30.11,Bâtiments de guerre,,,,,,,
511148,6,30.11.10,30.11.1,Bâtiments de guerre,,,,,,,
511149,5,30.11.2,30.11,Navires et vaisseaux similaires pour le transport de passagers et de marchandises,,,,,,,
511150,6,30.11.21,30.11.2,"Paquebots, bateaux de croisière et vaisseaux similaires pour le transport de passagers; transbordeurs de tous types",,,,,,,
511151,6,30.11.22,30.11.2,"Pétroliers, chimiquiers, méthaniers et autres navires-citernes",,,,,,,
511152,6,30.11.23,30.11.2,"Bateaux frigorifiques, à l’exclusion des navires-citernes",,,,,,,
511153,6,30.11.24,30.11.2,Cargos secs,,,,,,,
511154,5,30.11.3,30.11,Bateaux de pêche et autres bateaux spéciaux,,,,,,,
511155,6,30.11.31,30.11.3,Bateaux de pêche; navires-usines et autres bateaux équipés pour la transformation et la conservation des produits de la pêche,,,,,,,
511156,6,30.11.32,30.11.3,Remorqueurs et pousseurs,,,,,,,
511157,6,30.11.33,30.11.3,"Dragueurs; bateaux-phares, bateaux-grues; autres bateaux",,,,,,,
511158,5,30.11.4,30.11,Plates-formes de forage en mer,,,,,,,
511159,6,30.11.40,30.11.4,Plates-formes de forage en mer,,,,,,,
511160,5,30.11.5,30.11,"Autres structures flottantes (y compris radeaux, caissons, batardeaux, pontons flottants, bouées et balises)",,,,,,,
511161,6,30.11.50,30.11.5,"Autres structures flottantes (y compris radeaux, caissons, batardeaux, pontons flottants, bouées et balises)",,"Cette sous-catégorie comprend également:
- les sièges pour navires et structures flottantes",,,,"This subcategory also includes: 
- seats for ships and floating structures",
511162,5,30.11.9,30.11,"Transformation, reconstruction et équipement de navires et de plates-formes et structures flottantes; opérations sous-traitées intervenant dans la fabrication de navires et structures flottantes",,,,,,,
511163,6,30.11.91,30.11.9,Transformation et reconstruction de navires et de plates-formes et structures flottantes,,,,,,,
511164,6,30.11.92,30.11.9,Équipement de navires et de plates-formes et structures flottantes,"Cette sous-catégorie comprend:
- les services spécialisés d’équipement intérieur de navires et de plate-formes et structures flottantes: charpenterie, installation électrique, climatisation, etc.
- les services spécialisés de peinture de navires et de plates-formes et structures flottantes",,,,"This subcategory includes:
- specialised inboard fitting out services of ships, floating platforms and structures, e.g. shipwright installations, electrical installations, air-condition installations
- specialised painting services of ships and floating platforms and structures",,
511165,6,30.11.99,30.11.9,Opérations sous-traitées intervenant dans la fabrication de navires et structures flottantes,,,,,,,
511166,4,30.12,30.1,Bateaux de plaisance,,,,,,,
511167,5,30.12.1,30.12,Bateaux de plaisance,,,,,,,
511168,6,30.12.11,30.12.1,"Bateaux de plaisance à voile (à l’exclusion des bateaux pneumatiques), avec ou sans moteur auxiliaire",,,,,,,
511169,6,30.12.12,30.12.1,Bateaux de plaisance pneumatiques,,,,,,,
511170,6,30.12.19,30.12.1,Autres bateaux de plaisance; bateaux à rames et canoës,,,,,,,
511171,5,30.12.9,30.12,Opérations sous-traitées intervenant dans la fabrication de bateaux de plaisance,,,,,,,
511172,6,30.12.99,30.12.9,Opérations sous-traitées intervenant dans la fabrication de bateaux de plaisance,,,,,,,
511173,3,30.2,30,Locomotives et autre matériel ferroviaire roulant,,,,,,,
511174,4,30.20,30.2,Locomotives et autre matériel ferroviaire roulant,,,,,,,
511175,5,30.20.1,30.20,Motrices et tenders,,,,,,,
511176,6,30.20.11,30.20.1,Motrices électriques,,,,,,,
511177,6,30.20.12,30.20.1,Motrices diesels,,,,,,,
511178,6,30.20.13,30.20.1,Autres motrices; tenders,,,,,,,
511179,5,30.20.2,30.20,"Automotrices, à l’exclusion des véhicules d’entretien ou de service",,,,,,,
511180,6,30.20.20,30.20.2,"Automotrices, à l’exclusion des véhicules d’entretien ou de service",,,,,,,
511181,5,30.20.3,30.20,Autre matériel ferroviaire roulant,,,,,,,
511182,6,30.20.31,30.20.3,Véhicules d’entretien et de service des voies,,,,,,,
511183,6,30.20.32,30.20.3,Voitures de voyageurs remorquées; fourgons à bagages et autres voitures spécialisées,,,,,,,
511184,6,30.20.33,30.20.3,Wagons de marchandises remorqués,,,,,,,
511185,5,30.20.4,30.20,Parties de matériel de traction et de matériel roulant; équipements de contrôle mécaniques,,,,,,,
511186,6,30.20.40,30.20.4,Parties de matériel de traction et de matériel roulant; équipements de contrôle mécaniques,,"Cette sous-catégorie comprend également:
- les sièges de wagons",,,,"This subcategory also includes: 
- railway car seats",
511187,5,30.20.9,30.20,Reconditionnement et équipement de matériel ferroviaire roulant; opérations sous-traitées intervenant dans la fabrication de matériel ferroviaire roulant,,,,,,,
511188,6,30.20.91,30.20.9,Reconditionnement et équipement de matériel ferroviaire roulant,"Cette sous-catégorie comprend:
- les services de reconditionnement de matériel ferroviaire roulant
- les services spécialisés d’équipement de matériel ferroviaire roulant: équipement électrique, climatisation, sièges, revêtement intérieur, fenêtres, etc.
- les services spécialisés de peinture de matériel ferroviaire roulant",,,,"This subcategory includes:
- reconditioning services of railway and tramway locomotives and rolling-stock
- specialised fitting out services of railway and tramway locomotives and rolling-stock, e.g. installation of electrical equipment, air-conditioning, seats, inside panelling, windows
- specialised painting services of railway and tramway locomotives and rolling-stock",,
511189,6,30.20.99,30.20.9,Opérations sous-traitées intervenant dans la fabrication de matériel ferroviaire roulant,,,,,,,
511190,3,30.3,30,Aéronefs et engins spatiaux,,,,,,,
511191,4,30.30,30.3,Aéronefs et engins spatiaux,,,,,,,
511192,5,30.30.1,30.30,"Moteurs pour aéronefs et engins spatiaux, simulateurs de vol, et leurs parties",,,,,,,
511193,6,30.30.11,30.30.1,Moteurs à explosion pour avions,,,,,,,
511194,6,30.30.12,30.30.1,Turbopropulseurs et turboréacteurs,,,,,,,
511195,6,30.30.13,30.30.1,"Propulseurs à réaction, à l’exclusion des turbopropulseurs",,,,,,,
511196,6,30.30.14,30.30.1,Simulateurs de vol pour entraînement au sol et leurs parties,,,,,,,
511197,6,30.30.15,30.30.1,Parties de moteurs à explosion pour avions,,,,,,,
511198,6,30.30.16,30.30.1,Parties de turbopropulseurs et turboréacteurs,,,,,,,
511199,5,30.30.2,30.30,"Ballons et dirigeables; planeurs, ailes delta et autres aéronefs sans moteur",,,,,,,
511200,6,30.30.20,30.30.2,"Ballons et dirigeables; planeurs, ailes delta et autres aéronefs sans moteur",,,,,,,
511201,5,30.30.3,30.30,Avions et hélicoptères,,,,,,,
511202,6,30.30.31,30.30.3,Hélicoptères,,,,,,,
511203,6,30.30.32,30.30.3,"Avions et autres aéronefs, d’un poids à vide inférieur ou égal à 2 000 kg",,,,,,,
511204,6,30.30.33,30.30.3,"Avions et autres aéronefs, d’un poids à vide compris entre 2 000 kg et 15 000 kg",,,,,,,
511205,6,30.30.34,30.30.3,"Avions et autres aéronefs, d’un poids à vide supérieur à 15 000 kg",,,,,,,
511206,5,30.30.4,30.30,Engins spatiaux (y compris satellites) et lanceurs,,,,,,,
511207,6,30.30.40,30.30.4,Engins spatiaux (y compris satellites) et lanceurs,,"Cette sous-catégorie comprend également:
- les missiles balistiques intercontinentaux et les missiles similaires",,,,"This subcategory also includes:
- intercontinental ballistic missiles (ICBM) and similar missiles",
511208,5,30.30.5,30.30,Autres parties des aéronefs et engins spatiaux,,,,,,,
511209,6,30.30.50,30.30.5,Autres parties des aéronefs et engins spatiaux,,,,,,,
511210,5,30.30.6,30.30,Révision et transformation d’aéronefs et de moteurs d’aéronefs,,,,,,,
511211,6,30.30.60,30.30.6,Révision et transformation d’aéronefs et de moteurs d’aéronefs,,,,,,,
511212,5,30.30.9,30.30,Opérations sous-traitées intervenant dans la fabrication d’aéronefs et engins spatiaux,,,,,,,
511213,6,30.30.99,30.30.9,Opérations sous-traitées intervenant dans la fabrication d’aéronefs et engins spatiaux,,,,,,,
511214,3,30.4,30,Véhicules militaires de combat,,,,,,,
511215,4,30.40,30.4,Véhicules militaires de combat,,,,,,,
511216,5,30.40.1,30.40,"Chars et autres véhicules blindés de combat, et leurs parties",,,,,,,
511217,6,30.40.10,30.40.1,"Chars et autres véhicules blindés de combat, et leurs parties",,,,,,,
511218,5,30.40.9,30.40,Opérations sous-traitées intervenant dans la fabrication de véhicules militaires de combat,,,,,,,
511219,6,30.40.99,30.40.9,Opérations sous-traitées intervenant dans la fabrication de véhicules militaires de combat,,,,,,,
511220,3,30.9,30,Matériels de transport n.c.a.,,,,,,,
511221,4,30.91,30.9,Motocycles,,,,,,,
511222,5,30.91.1,30.91,Motocycles et side-cars,,,,,,,
511223,6,30.91.11,30.91.1,Motocycles et cyclomoteurs à moteur à explosion auxiliaire d’une cylindrée inférieure ou égale à 50 cm3,,,,,,,
511224,6,30.91.12,30.91.1,Motocycles à moteur à explosion d’une cylindrée supérieure à 50 cm3,,,,,,,
511225,6,30.91.13,30.91.1,Motocycles n.c.a.; side-cars,,,,,,,
511226,5,30.91.2,30.91,Parties et accessoires pour motocycles et side-cars,,,,,,,
511227,6,30.91.20,30.91.2,Parties et accessoires pour motocycles et side-cars,,,,,,,
511228,5,30.91.3,30.91,Moteurs à explosion pour motocycles,,,,,,,
511229,6,30.91.31,30.91.3,"Moteurs à explosion pour motocycles, d’une cylindrée inférieure ou égale à 1 000 cm3",,,,,,,
511230,6,30.91.32,30.91.3,"Moteurs à explosion pour motocycles, d’une cylindrée supérieure à 1 000 cm3",,,,,,,
511231,5,30.91.9,30.91,Opérations sous-traitées intervenant dans la fabrication de motocycles,,,,,,,
511232,6,30.91.99,30.91.9,Opérations sous-traitées intervenant dans la fabrication de motocycles,,,,,,,
511233,4,30.92,30.9,Cycles et véhicules pour invalides,,,,,,,
511234,5,30.92.1,30.92,"Bicyclettes et autres cycles, non motorisés",,,,,,,
511235,6,30.92.10,30.92.1,"Bicyclettes et autres cycles, non motorisés",,,,,,,
511236,5,30.92.2,30.92,"Véhicules pour invalides, à l’exclusion des parties et accessoires",,,,,,,
511237,6,30.92.20,30.92.2,"Véhicules pour invalides, à l’exclusion des parties et accessoires",,,,,,,
511238,5,30.92.3,30.92,Parties et accessoires pour bicyclettes et autres cycles non motorisés et pour véhicules pour invalides,,,,,,,
511239,6,30.92.30,30.92.3,Parties et accessoires pour bicyclettes et autres cycles non motorisés et pour véhicules pour invalides,,,,,,,
511240,5,30.92.4,30.92,"Landaus et poussettes, et leurs parties",,,,,,,
511241,6,30.92.40,30.92.4,"Landaus et poussettes, et leurs parties",,,,,,,
511242,5,30.92.9,30.92,Opérations sous-traitées intervenant dans la fabrication de cycles et véhicules pour invalides,,,,,,,
511243,6,30.92.99,30.92.9,Opérations sous-traitées intervenant dans la fabrication de cycles et véhicules pour invalides,,,,,,,
511244,4,30.99,30.9,Autres équipements de transport n.c.a.,,,,,,,
511245,5,30.99.1,30.99,Autres équipements de transport n.c.a.,,,,,,,
511246,6,30.99.10,30.99.1,Autres équipements de transport n.c.a.,,,,,,,
511247,5,30.99.9,30.99,Opérations sous-traitées intervenant dans la fabrication d’autres équipements de transport n.c.a.,,,,,,,
511248,6,30.99.99,30.99.9,Opérations sous-traitées intervenant dans la fabrication d’autres équipements de transport n.c.a.,,,,,,,
511249,2,31,C,Meubles,,,,,,,
511250,3,31.0,31,Meubles,,,,,,,
511251,4,31.00,31.0,Sièges et leurs parties; parties de meubles,,,,,,,
511252,5,31.00.1,31.00,Sièges et leurs parties,,,,,,,
511253,6,31.00.11,31.00.1,Sièges avec bâti en métal,,,,,,,
511254,6,31.00.12,31.00.1,Sièges avec bâti en bois,,,,,,,
511255,6,31.00.13,31.00.1,Autres sièges,,,,,,,
511256,6,31.00.14,31.00.1,Parties de sièges,,,,,,,
511257,5,31.00.2,31.00,Parties de meubles (à l’exclusion des sièges),,,,,,,
511258,6,31.00.20,31.00.2,Parties de meubles (à l’exclusion des sièges),,,,,,,
511259,5,31.00.9,31.00,"Garnissage de sièges; opérations sous-traitées intervenant dans la fabrication de sièges, de leurs parties et de parties de meubles",,,,,,,
511260,6,31.00.91,31.00.9,Garnissage de sièges,,,,,,,
511261,6,31.00.99,31.00.9,"Opérations sous-traitées intervenant dans la fabrication de sièges, de leurs parties et de parties de meubles",,,,,,,
511262,4,31.01,31.0,Meubles de bureau et de magasin,,,,,,,
511263,5,31.01.1,31.01,Meubles de bureau et de magasin,,,,,,,
511264,6,31.01.11,31.01.1,Mobilier métallique de bureau,,,,,,,
511265,6,31.01.12,31.01.1,Mobilier de bureau en bois,,,,,,,
511266,6,31.01.13,31.01.1,Mobilier en bois pour magasins,,,,,,,
511267,5,31.01.9,31.01,Opérations sous-traitées intervenant dans la fabrication de meubles de bureau et de magasin,,,,,,,
511268,6,31.01.99,31.01.9,Opérations sous-traitées intervenant dans la fabrication de meubles de bureau et de magasin,,,,,,,
511269,4,31.02,31.0,Meubles de cuisine,,,,,,,
511270,5,31.02.1,31.02,Meubles de cuisine,,,,,,,
511271,6,31.02.10,31.02.1,Meubles de cuisine,,,,,,,
511272,5,31.02.9,31.02,Opérations sous-traitées intervenant dans la fabrication de meubles de cuisine,,,,,,,
511273,6,31.02.99,31.02.9,Opérations sous-traitées intervenant dans la fabrication de meubles de cuisine,,,,,,,
511274,4,31.03,31.0,Sommiers et matelas,,,,,,,
511275,5,31.03.1,31.03,Sommiers et matelas,,,,,,,
511276,6,31.03.11,31.03.1,Sommiers,,,,,,,
511277,6,31.03.12,31.03.1,Matelas,,,,,,,
511278,5,31.03.9,31.03,Opérations sous-traitées intervenant dans la fabrication de sommiers et matelas,,,,,,,
511279,6,31.03.99,31.03.9,Opérations sous-traitées intervenant dans la fabrication de sommiers et matelas,,,,,,,
511280,4,31.09,31.0,Autres meubles,,,,,,,
511281,5,31.09.1,31.09,Autres meubles,,,,,,,
511282,6,31.09.11,31.09.1,Meubles métalliques n.c.a.,,,,,,,
511283,6,31.09.12,31.09.1,"Meubles en bois pour chambres à coucher, salles à manger ou salles de séjour",,,,,,,
511284,6,31.09.13,31.09.1,Meubles en bois n.c.a.,,,,,,,
511285,6,31.09.14,31.09.1,"Meubles en matières plastiques ou autres (bambou, rotin, etc.)",,,,,,,
511286,5,31.09.9,31.09,Finition de meubles neufs; opérations sous-traitées intervenant dans la fabrication d’autres meubles,,,,,,,
511287,6,31.09.91,31.09.9,Finition de meubles neufs (à l’exclusion du garnissage des sièges),,"Cette sous-catégorie comprend également:
- services de laquage, vernissage, dorure et peinture de meubles dans le cadre du processus de fabrication","Cette sous-catégorie ne comprend pas:
- les services de garnissage de sièges, voir 31.00.91
- les services de réparation, entretien et restauration de meubles, voir 95.24.10",,,"This subcategory also includes:
- lacquering, varnishing, gilding and painting services of furniture within the manufacturing process","This subcategory excludes:
- upholstering services of chairs and seats, see 31.00.91
- repair, maintenance and restoration services of furniture, see 95.24.10"
511288,6,31.09.99,31.09.9,Opérations sous-traitées intervenant dans la fabrication d’autres meubles,,,,,,,
511289,2,32,C,Autres produits manufacturés,,,,,,,
511290,3,32.1,32,Articles de joaillerie et bijouterie et articles similaires,,,,,,,
511291,4,32.11,32.1,Monnaies,,,,,,,
511292,5,32.11.1,32.11,Monnaies,,,,,,,
511293,6,32.11.10,32.11.1,Monnaies,,,,,,,
511294,5,32.11.9,32.11,Opérations sous-traitées intervenant dans la fabrication de monnaies,,,,,,,
511295,6,32.11.99,32.11.9,Opérations sous-traitées intervenant dans la fabrication de monnaies,,,,,,,
511296,4,32.12,32.1,Articles de joaillerie et bijouterie,,,,,,,
511297,5,32.12.1,32.12,Articles de joaillerie et bijouterie,,,,,,,
511298,6,32.12.11,32.12.1,"Perles de culture, pierres précieuses et semi-précieuses, y compris synthétiques ou reconstituées, travaillées mais non montées",,,,,,,
511299,6,32.12.12,32.12.1,"Diamants industriels, travaillés; poussière et poudres de pierres précieuses et semi-précieuses naturelles ou synthétiques",,,,,,,
511300,6,32.12.13,32.12.1,Articles de joaillerie et leurs parties; articles d’orfèvrerie et leurs parties,,"Cette sous-catégorie comprend également:
- la fabrication d’articles de bijouterie à partir d’autres bijoux",,,,"This subcategory also includes: 
- remanufacturing of articles of jewellery",
